user_id,login_time,failed_attempts,new_ip,new_device,device,location,vpn_used,proxy_used,login_successful,account_age_days,suspicious_activity,is_risky
14908,08-01-2024 17:25,5,0,1,Mobile,Canada,1,1,1,667,0,0
97188,08-01-2024 17:26,9,0,1,Tablet,India,1,1,1,3,0,1
96880,08-01-2024 17:27,6,1,0,Linux,Australia,0,1,0,308,0,0
91570,08-01-2024 17:28,9,1,0,Tablet,Australia,1,1,0,86,0,0
92324,08-01-2024 17:29,7,0,0,Linux,USA,1,1,1,108,0,0
79287,08-01-2024 17:30,9,1,1,Mobile,UK,0,0,1,2535,0,0
48482,08-01-2024 17:31,8,1,1,Linux,UK,1,0,1,309,0,0
99375,08-01-2024 17:32,2,0,1,Windows,Australia,0,0,0,2257,0,0
39314,08-01-2024 17:33,4,1,1,Windows,Canada,1,1,1,3065,0,0
75921,08-01-2024 17:34,9,0,1,Windows,USA,1,0,1,231,0,1
84768,08-01-2024 17:35,2,0,0,Linux,Australia,0,0,1,3453,0,1
16831,08-01-2024 17:36,4,1,1,Mobile,Australia,0,1,1,3027,0,0
21125,08-01-2024 17:37,1,0,1,Mac,Canada,1,0,1,1023,0,0
63451,08-01-2024 17:38,2,0,1,Mobile,Germany,1,1,1,1217,0,1
46708,08-01-2024 17:39,6,1,1,Mobile,Australia,1,1,0,3636,0,0
18682,08-01-2024 17:40,7,0,0,Tablet,Germany,1,1,1,2262,0,0
83824,08-01-2024 17:41,4,0,0,Mobile,Canada,1,0,0,2568,0,0
36794,08-01-2024 17:42,2,1,1,Mac,Germany,0,1,1,2360,0,0
60372,08-01-2024 17:43,3,0,0,Linux,Canada,0,0,1,1577,0,1
40477,08-01-2024 17:44,2,0,1,Linux,Australia,1,1,1,1056,0,0
54863,08-01-2024 17:45,2,0,0,Mac,Germany,1,0,1,2575,0,0
90941,08-01-2024 17:46,8,1,0,Linux,Canada,1,0,1,2467,0,0
39737,08-01-2024 17:47,3,0,1,Windows,India,1,0,0,363,0,0
3620,08-01-2024 17:48,5,1,0,Linux,USA,0,1,1,913,0,1
36057,08-01-2024 17:49,2,1,1,Windows,Canada,0,0,1,1725,0,0
41138,08-01-2024 17:50,7,0,1,Mac,Canada,1,0,1,969,0,0
80390,08-01-2024 17:51,3,0,0,Mac,Australia,0,0,1,423,0,0
54024,08-01-2024 17:52,7,1,1,Mobile,India,1,1,1,2418,0,0
10677,08-01-2024 17:53,1,0,1,Linux,Australia,1,1,1,3305,0,0
45111,08-01-2024 17:54,8,0,0,Tablet,UK,0,1,0,1843,0,0
25074,08-01-2024 17:55,1,1,1,Linux,India,0,0,0,498,0,0
18824,08-01-2024 17:56,2,0,1,Mobile,Germany,0,0,1,915,1,0
1765,08-01-2024 17:57,2,0,1,Linux,India,1,0,0,942,0,0
46439,08-01-2024 17:58,4,1,1,Tablet,India,1,1,1,487,0,0
98151,08-01-2024 17:59,2,0,0,Linux,India,0,1,1,800,0,0
49926,08-01-2024 18:00,7,1,1,Tablet,USA,1,0,1,1337,0,0
37860,08-01-2024 18:01,9,1,0,Tablet,Canada,1,0,0,3128,0,0
13975,08-01-2024 18:02,6,1,1,Mobile,Germany,0,0,1,2852,1,0
75877,08-01-2024 18:03,0,1,1,Tablet,UK,1,1,1,2247,0,0
94677,08-01-2024 18:04,5,1,1,Mac,Germany,0,1,1,3213,0,1
78870,08-01-2024 18:05,1,1,1,Tablet,India,0,0,0,2075,0,0
82371,08-01-2024 18:06,7,0,1,Mac,Canada,1,0,1,1987,0,0
27548,08-01-2024 18:07,9,1,0,Mac,Canada,0,0,0,3081,0,0
91575,08-01-2024 18:08,7,0,1,Windows,Germany,1,1,0,970,0,0
99066,08-01-2024 18:09,6,0,0,Windows,Canada,0,1,1,471,0,0
39736,08-01-2024 18:10,7,0,1,Mac,UK,1,1,1,2825,0,0
62562,08-01-2024 18:11,0,1,0,Tablet,UK,1,0,1,3454,0,0
41409,08-01-2024 18:12,7,1,0,Tablet,Canada,0,1,1,1593,0,0
85101,08-01-2024 18:13,0,1,1,Tablet,UK,1,1,0,505,0,0
10834,08-01-2024 18:14,2,0,1,Windows,India,0,1,1,1772,0,0
1840,08-01-2024 18:15,3,0,1,Windows,USA,0,0,0,1173,0,1
80409,08-01-2024 18:16,2,1,1,Mac,Germany,0,0,1,1926,0,0
32568,08-01-2024 18:17,1,0,0,Tablet,UK,0,1,1,1427,0,0
11846,08-01-2024 18:18,2,1,0,Linux,India,0,0,0,1004,0,1
6899,08-01-2024 18:19,8,1,1,Mac,Australia,0,0,1,88,0,0
87038,08-01-2024 18:20,1,1,0,Mobile,USA,0,1,1,3260,0,0
67101,08-01-2024 18:21,4,0,1,Mac,Germany,0,1,0,2110,0,0
39773,08-01-2024 18:22,2,1,0,Windows,UK,0,0,0,2585,0,0
75723,08-01-2024 18:23,8,1,0,Mac,UK,1,1,1,664,0,0
73762,08-01-2024 18:24,6,1,1,Tablet,Canada,0,0,1,3198,0,0
5311,08-01-2024 18:25,9,0,1,Windows,Australia,0,1,1,532,0,0
57888,08-01-2024 18:26,2,0,0,Windows,USA,1,0,1,1006,0,0
42616,08-01-2024 18:27,1,0,0,Linux,Canada,1,1,0,451,0,0
53134,08-01-2024 18:28,1,0,0,Tablet,USA,1,1,1,3217,0,0
92225,08-01-2024 18:29,4,0,1,Tablet,UK,0,0,0,1763,0,0
7083,08-01-2024 18:30,8,0,0,Mobile,Germany,1,0,1,1966,0,0
13598,08-01-2024 18:31,1,0,0,Linux,Australia,0,0,1,2396,0,0
83476,08-01-2024 18:32,1,1,1,Linux,Germany,0,1,1,1943,0,0
93416,08-01-2024 18:33,7,1,0,Mobile,UK,1,0,1,398,0,1
3580,08-01-2024 18:34,2,0,1,Mac,India,0,1,1,1326,0,1
58395,08-01-2024 18:35,2,0,1,Mobile,Germany,0,1,1,2883,0,0
43321,08-01-2024 18:36,5,0,0,Mobile,USA,0,0,1,3098,0,0
10386,08-01-2024 18:37,5,1,1,Tablet,Australia,1,0,1,356,0,0
54171,08-01-2024 18:38,5,1,0,Tablet,Canada,0,1,0,2686,0,1
20522,08-01-2024 18:39,4,0,1,Mac,India,1,1,1,229,0,1
66532,08-01-2024 18:40,3,1,1,Linux,Germany,0,1,0,2839,0,0
92760,08-01-2024 18:41,8,1,1,Tablet,USA,1,1,1,721,1,0
15635,08-01-2024 18:42,3,0,1,Linux,USA,0,1,1,1323,1,1
1671,08-01-2024 18:43,0,0,0,Mac,India,1,1,0,2287,0,0
34545,08-01-2024 18:44,7,0,0,Mac,Australia,1,0,1,1500,0,0
55079,08-01-2024 18:45,7,1,0,Tablet,USA,0,0,1,3241,0,1
27855,08-01-2024 18:46,2,1,0,Windows,USA,1,1,1,63,1,0
36790,08-01-2024 18:47,8,1,0,Mobile,Germany,1,1,0,716,0,0
52012,08-01-2024 18:48,6,1,0,Linux,India,0,1,1,2639,0,0
15260,08-01-2024 18:49,6,1,0,Mobile,Australia,1,0,1,2067,0,0
66139,08-01-2024 18:50,4,1,1,Mac,Germany,1,1,0,817,0,0
2074,08-01-2024 18:51,2,1,1,Windows,Germany,0,1,1,2288,0,0
43676,08-01-2024 18:52,9,0,1,Linux,India,1,1,1,2391,0,1
10475,08-01-2024 18:53,4,1,0,Windows,UK,1,1,1,1129,0,0
79414,08-01-2024 18:54,2,1,1,Linux,USA,0,0,0,2268,0,0
16120,08-01-2024 18:55,2,1,0,Mobile,India,0,0,1,3291,0,1
24147,08-01-2024 18:56,0,1,1,Linux,Canada,1,1,1,1758,0,0
2986,08-01-2024 18:57,3,1,1,Windows,UK,1,1,1,1620,0,0
33430,08-01-2024 18:58,8,0,0,Windows,USA,0,0,1,1933,0,1
56479,08-01-2024 18:59,5,1,0,Mac,USA,1,1,1,3283,0,0
83966,08-01-2024 19:00,5,1,1,Linux,USA,0,1,1,3468,1,0
3176,08-01-2024 19:01,5,0,1,Mobile,India,1,0,1,1902,0,0
85258,08-01-2024 19:02,4,0,1,Tablet,Canada,0,1,1,2619,0,0
85153,08-01-2024 19:03,1,0,0,Linux,India,1,0,1,3142,0,0
62918,08-01-2024 19:04,4,0,1,Tablet,Australia,1,0,1,1163,0,0
28115,08-01-2024 19:05,9,1,1,Tablet,Australia,0,1,0,2199,0,0
78442,08-01-2024 19:06,2,0,0,Mac,Australia,1,0,1,2479,0,0
41002,08-01-2024 19:07,9,1,0,Linux,Germany,0,0,0,3287,0,0
58124,08-01-2024 19:08,1,1,0,Tablet,India,1,1,1,2450,0,0
7610,08-01-2024 19:09,3,1,0,Mac,UK,0,1,1,2723,0,0
50752,08-01-2024 19:10,9,0,0,Mac,UK,1,0,0,1234,0,0
79947,08-01-2024 19:11,8,0,0,Tablet,Australia,1,1,1,625,0,0
75716,08-01-2024 19:12,6,0,0,Mobile,UK,0,0,1,2877,0,1
48993,08-01-2024 19:13,9,0,1,Mobile,UK,1,0,1,3009,0,0
11073,08-01-2024 19:14,8,0,1,Tablet,UK,1,0,1,3025,0,0
38251,08-01-2024 19:15,2,0,1,Windows,UK,0,0,1,2418,0,0
97496,08-01-2024 19:16,1,0,1,Linux,USA,1,1,1,726,0,0
72437,08-01-2024 19:17,8,0,1,Tablet,Germany,0,0,0,3399,0,0
39897,08-01-2024 19:18,5,0,1,Linux,UK,1,1,1,984,0,0
51906,08-01-2024 19:19,9,1,1,Windows,UK,0,1,0,2699,0,1
52616,08-01-2024 19:20,3,0,1,Mobile,UK,0,0,1,3060,0,0
5482,08-01-2024 19:21,3,0,1,Mac,India,0,1,1,2916,0,0
91964,08-01-2024 19:22,9,1,0,Tablet,Germany,0,0,1,2843,0,0
73936,08-01-2024 19:23,9,1,1,Mobile,India,1,0,1,147,0,0
40574,08-01-2024 19:24,5,1,1,Linux,Canada,1,0,1,210,0,0
44284,08-01-2024 19:25,6,0,0,Mac,Canada,0,1,1,1667,0,1
73932,08-01-2024 19:26,9,0,1,Linux,UK,1,1,1,1606,0,0
8338,08-01-2024 19:27,4,0,0,Mac,UK,1,0,0,3301,0,0
43718,08-01-2024 19:28,7,0,0,Linux,UK,1,1,1,963,0,0
13500,08-01-2024 19:29,9,0,0,Mac,Canada,0,1,1,2507,0,0
12545,08-01-2024 19:30,0,0,1,Linux,Australia,0,0,1,610,0,0
62480,08-01-2024 19:31,0,1,0,Mac,India,1,1,1,3153,0,0
6241,08-01-2024 19:32,3,1,0,Tablet,UK,0,0,1,2796,0,0
90314,08-01-2024 19:33,7,0,1,Mac,UK,0,1,1,1031,0,0
23821,08-01-2024 19:34,7,0,1,Mac,UK,0,0,1,307,0,0
5695,08-01-2024 19:35,5,1,0,Tablet,UK,0,1,0,2717,0,0
78066,08-01-2024 19:36,4,1,1,Tablet,Germany,0,1,1,178,0,0
15318,08-01-2024 19:37,9,1,0,Tablet,India,0,1,1,2166,0,0
51934,08-01-2024 19:38,9,1,0,Linux,USA,1,0,1,2290,0,0
23331,08-01-2024 19:39,1,0,0,Mac,UK,1,1,1,738,0,0
53672,08-01-2024 19:40,4,1,1,Mobile,Canada,1,1,1,2732,0,1
92891,08-01-2024 19:41,4,1,1,Tablet,Germany,1,0,1,1789,0,0
77860,08-01-2024 19:42,1,1,0,Linux,India,0,1,1,2841,0,0
94685,08-01-2024 19:43,7,1,1,Linux,Australia,1,0,1,2239,0,0
69754,08-01-2024 19:44,9,1,0,Mac,Canada,0,1,1,3337,0,0
86677,08-01-2024 19:45,4,1,0,Tablet,Canada,0,0,1,3594,0,0
3837,08-01-2024 19:46,4,0,0,Mac,Australia,0,1,1,2050,0,0
41077,08-01-2024 19:47,0,1,0,Windows,UK,0,0,1,2015,0,0
80915,08-01-2024 19:48,0,0,0,Tablet,India,1,1,0,2114,0,0
5239,08-01-2024 19:49,0,1,1,Mobile,Australia,0,1,1,437,0,0
87348,08-01-2024 19:50,7,0,0,Linux,Canada,0,0,1,1646,0,0
30669,08-01-2024 19:51,9,0,0,Linux,Canada,1,0,1,2239,0,0
49624,08-01-2024 19:52,1,1,0,Tablet,UK,1,0,1,2062,0,1
76147,08-01-2024 19:53,7,0,0,Windows,Canada,0,1,0,2621,0,1
5150,08-01-2024 19:54,5,0,0,Mobile,USA,0,0,1,1181,1,0
12109,08-01-2024 19:55,4,0,1,Linux,UK,0,1,1,3583,0,0
27016,08-01-2024 19:56,5,1,1,Mac,UK,0,1,1,1924,0,0
12936,08-01-2024 19:57,3,1,1,Mac,Canada,1,1,0,1583,0,0
12036,08-01-2024 19:58,2,0,0,Mac,Australia,0,0,1,3633,0,0
40236,08-01-2024 19:59,3,1,0,Linux,Australia,1,0,1,1075,1,0
15021,08-01-2024 20:00,8,1,0,Mac,Canada,0,0,1,2271,0,0
37943,08-01-2024 20:01,7,0,0,Linux,USA,0,1,1,3229,0,0
82007,08-01-2024 20:02,7,1,1,Tablet,USA,0,0,1,1307,0,0
51016,08-01-2024 20:03,0,0,0,Mac,USA,0,0,1,738,0,0
24244,08-01-2024 20:04,4,1,0,Mac,India,0,0,0,1445,0,0
64027,08-01-2024 20:05,5,0,0,Linux,Canada,1,1,1,2004,0,0
39985,08-01-2024 20:06,8,0,1,Linux,Australia,1,0,1,959,0,0
2502,08-01-2024 20:07,9,0,1,Linux,Germany,1,1,1,1381,0,0
54836,08-01-2024 20:08,9,0,0,Mobile,Australia,1,1,1,445,0,0
4770,08-01-2024 20:09,5,0,1,Tablet,Germany,0,1,0,2327,0,0
43865,08-01-2024 20:10,0,1,1,Mac,UK,1,0,1,1962,0,0
54811,08-01-2024 20:11,0,1,0,Linux,Canada,0,1,1,2570,0,0
5001,08-01-2024 20:12,6,1,1,Linux,USA,1,0,1,2324,0,0
61848,08-01-2024 20:13,2,0,1,Linux,UK,0,1,1,764,0,0
53635,08-01-2024 20:14,6,0,0,Mac,UK,1,1,1,3257,0,0
21946,08-01-2024 20:15,4,1,1,Linux,UK,1,1,1,3540,1,0
67134,08-01-2024 20:16,0,1,1,Mobile,UK,1,0,1,1356,0,0
96852,08-01-2024 20:17,7,0,1,Mobile,UK,1,1,1,1312,0,0
92103,08-01-2024 20:18,8,1,1,Linux,USA,1,0,0,1920,0,0
93044,08-01-2024 20:19,5,1,0,Tablet,Canada,0,0,0,2482,0,0
44744,08-01-2024 20:20,1,1,1,Mobile,Australia,1,1,1,654,0,0
40159,08-01-2024 20:21,8,0,0,Mac,Germany,1,1,1,3128,0,0
96812,08-01-2024 20:22,1,0,1,Windows,UK,0,0,0,2211,0,0
24671,08-01-2024 20:23,5,0,0,Windows,Australia,1,0,1,1291,0,0
17450,08-01-2024 20:24,9,0,0,Mobile,USA,1,1,1,1812,0,0
15908,08-01-2024 20:25,3,0,1,Tablet,UK,0,0,1,1075,0,0
58275,08-01-2024 20:26,5,1,1,Mobile,Australia,1,0,1,64,0,0
45358,08-01-2024 20:27,3,1,0,Mac,Australia,1,0,0,3424,0,0
50047,08-01-2024 20:28,2,1,1,Tablet,India,0,1,1,1711,0,0
36518,08-01-2024 20:29,7,0,1,Mac,India,1,1,1,204,0,0
58813,08-01-2024 20:30,4,0,0,Linux,Canada,0,0,1,1149,0,0
97748,08-01-2024 20:31,0,0,1,Linux,Germany,0,1,1,3158,0,0
7806,08-01-2024 20:32,7,0,0,Linux,Germany,1,1,1,139,0,0
41891,08-01-2024 20:33,2,1,0,Linux,USA,1,1,1,1085,0,0
84551,08-01-2024 20:34,3,1,0,Linux,UK,1,1,1,38,0,0
40220,08-01-2024 20:35,8,0,1,Tablet,USA,0,1,0,1875,0,0
18158,08-01-2024 20:36,2,0,0,Mac,UK,1,0,1,2763,0,0
81992,08-01-2024 20:37,4,0,1,Tablet,USA,1,0,1,154,0,0
28588,08-01-2024 20:38,7,1,0,Mobile,Australia,1,1,1,1360,0,0
63576,08-01-2024 20:39,5,0,0,Tablet,India,0,1,1,3525,0,0
89027,08-01-2024 20:40,2,0,0,Linux,Australia,0,1,1,3435,0,1
25188,08-01-2024 20:41,7,1,0,Linux,Canada,0,1,1,3537,0,0
93615,08-01-2024 20:42,4,0,0,Windows,USA,0,1,0,3630,0,0
59830,08-01-2024 20:43,5,1,0,Tablet,Australia,1,0,0,1798,0,0
5019,08-01-2024 20:44,2,0,0,Mac,Australia,0,1,0,3025,0,0
13419,08-01-2024 20:45,7,1,0,Windows,Canada,1,0,1,324,0,0
34697,08-01-2024 20:46,3,1,1,Tablet,Australia,0,1,1,2216,0,0
85932,08-01-2024 20:47,8,1,0,Mac,Canada,0,0,1,413,0,0
96428,08-01-2024 20:48,4,0,0,Windows,India,1,0,1,1408,0,0
8973,08-01-2024 20:49,0,1,1,Windows,Germany,1,1,1,2252,1,0
87649,08-01-2024 20:50,8,1,0,Windows,Germany,0,1,1,3626,0,0
12136,08-01-2024 20:51,7,0,0,Tablet,Canada,1,0,1,1182,0,0
85739,08-01-2024 20:52,4,0,0,Windows,Germany,1,0,1,332,1,0
63502,08-01-2024 20:53,2,1,1,Linux,Canada,0,0,1,3534,0,0
32285,08-01-2024 20:54,8,1,1,Tablet,India,0,1,1,2214,1,0
24039,08-01-2024 20:55,6,1,1,Windows,UK,1,1,0,504,0,0
67720,08-01-2024 20:56,7,1,0,Mobile,UK,0,0,0,140,0,0
89263,08-01-2024 20:57,2,1,1,Mac,USA,1,1,1,2368,0,0
60155,08-01-2024 20:58,5,0,0,Mac,Canada,1,0,1,33,0,0
17911,08-01-2024 20:59,3,0,0,Windows,UK,0,1,1,2923,0,0
1916,08-01-2024 21:00,2,1,1,Mobile,Australia,1,1,1,2617,0,1
60052,08-01-2024 21:01,3,1,0,Mac,UK,1,0,1,2841,1,0
70110,08-01-2024 21:02,1,1,0,Mobile,Germany,0,0,1,3042,0,0
18790,08-01-2024 21:03,4,0,1,Linux,Canada,1,1,1,2767,0,0
84161,08-01-2024 21:04,7,0,0,Tablet,Germany,0,1,1,125,0,0
6206,08-01-2024 21:05,4,0,1,Mobile,India,1,0,0,2827,0,0
86053,08-01-2024 21:06,1,1,1,Windows,Germany,0,0,1,2101,0,0
50950,08-01-2024 21:07,6,0,1,Windows,India,1,1,0,1511,0,0
57361,08-01-2024 21:08,7,1,1,Windows,Germany,1,0,1,994,0,0
62451,08-01-2024 21:09,3,0,0,Mobile,Germany,1,1,0,1195,0,0
38696,08-01-2024 21:10,2,0,1,Mac,Australia,1,1,1,1244,0,0
82641,08-01-2024 21:11,7,0,0,Tablet,Canada,0,1,1,275,0,0
69226,08-01-2024 21:12,9,1,0,Mobile,Germany,1,1,1,2602,0,0
47728,08-01-2024 21:13,1,0,0,Mac,Germany,1,1,1,3561,0,0
56401,08-01-2024 21:14,6,0,1,Linux,USA,0,0,1,1288,0,0
67226,08-01-2024 21:15,9,1,1,Linux,Canada,0,0,1,2464,0,0
26103,08-01-2024 21:16,7,0,0,Mobile,India,0,1,1,2839,0,1
35263,08-01-2024 21:17,4,1,1,Tablet,Germany,1,1,0,2124,0,0
77621,08-01-2024 21:18,6,0,1,Tablet,India,1,0,0,2607,0,0
51044,08-01-2024 21:19,8,1,0,Mac,Canada,1,1,1,79,0,0
58730,08-01-2024 21:20,7,1,0,Mobile,India,0,0,1,3087,0,0
26825,08-01-2024 21:21,4,1,1,Tablet,Germany,1,0,1,1239,0,0
77256,08-01-2024 21:22,3,0,1,Windows,Germany,1,1,1,3004,0,0
38271,08-01-2024 21:23,2,1,0,Windows,UK,0,1,1,965,0,0
78256,08-01-2024 21:24,5,0,1,Mobile,Australia,1,1,1,153,0,0
47732,08-01-2024 21:25,3,0,0,Windows,Germany,1,0,1,2988,0,0
67433,08-01-2024 21:26,3,0,0,Linux,USA,0,1,1,934,0,0
83630,08-01-2024 21:27,6,0,0,Mobile,Germany,0,1,0,962,0,0
24572,08-01-2024 21:28,9,0,0,Tablet,Australia,1,1,1,316,0,0
39546,08-01-2024 21:29,4,1,1,Windows,Canada,1,1,1,2183,0,0
16150,08-01-2024 21:30,0,1,0,Linux,USA,0,0,1,3483,0,0
55165,08-01-2024 21:31,4,0,1,Mac,Canada,1,1,0,1553,0,0
64690,08-01-2024 21:32,5,1,0,Mobile,India,0,1,0,3208,0,0
54664,08-01-2024 21:33,0,0,0,Tablet,USA,0,0,1,1070,0,0
83335,08-01-2024 21:34,2,1,0,Mobile,India,0,1,1,3319,0,0
76199,08-01-2024 21:35,5,1,0,Mobile,USA,0,0,1,734,0,0
37948,08-01-2024 21:36,6,1,1,Mobile,India,0,1,0,2313,0,0
38030,08-01-2024 21:37,6,1,1,Linux,India,0,0,1,1537,0,0
28007,08-01-2024 21:38,6,0,0,Mobile,India,1,1,1,3136,0,0
92207,08-01-2024 21:39,8,0,0,Windows,India,1,1,1,689,0,0
91921,08-01-2024 21:40,1,0,0,Mac,Germany,0,1,1,270,0,1
77772,08-01-2024 21:41,2,1,1,Mobile,Canada,1,1,1,2827,0,0
23024,08-01-2024 21:42,6,1,1,Linux,UK,0,0,1,1723,0,0
40384,08-01-2024 21:43,5,1,0,Mac,UK,0,0,1,3193,0,0
83912,08-01-2024 21:44,0,0,0,Windows,Canada,1,1,1,2400,0,1
19157,08-01-2024 21:45,9,0,1,Tablet,UK,1,0,1,3301,0,0
86481,08-01-2024 21:46,6,1,0,Mac,UK,0,0,1,3292,1,0
89553,08-01-2024 21:47,1,1,0,Mobile,USA,0,0,1,602,0,0
2756,08-01-2024 21:48,3,1,0,Tablet,Germany,0,1,1,435,0,0
69112,08-01-2024 21:49,6,0,1,Linux,Australia,1,0,1,3526,0,0
92003,08-01-2024 21:50,3,1,0,Windows,Canada,1,1,0,258,1,0
97741,08-01-2024 21:51,5,1,0,Tablet,India,1,1,1,1148,0,0
59051,08-01-2024 21:52,8,0,0,Tablet,Australia,1,1,1,65,0,0
65595,08-01-2024 21:53,4,1,1,Mobile,UK,0,0,1,3311,1,1
79210,08-01-2024 21:54,2,0,1,Mac,Germany,0,0,1,3335,0,1
44094,08-01-2024 21:55,5,1,1,Mobile,Germany,0,1,1,3297,0,0
88889,08-01-2024 21:56,3,1,1,Linux,Canada,0,0,1,638,0,0
96385,08-01-2024 21:57,8,1,0,Mac,India,0,1,1,2297,0,0
5535,08-01-2024 21:58,1,0,1,Tablet,Germany,0,0,1,3626,0,0
57035,08-01-2024 21:59,9,0,1,Tablet,India,0,1,1,157,0,1
48367,08-01-2024 22:00,4,1,0,Mobile,Canada,0,1,1,70,0,0
18118,08-01-2024 22:01,8,1,1,Mac,Australia,0,1,1,2695,0,0
60812,08-01-2024 22:02,9,1,1,Mobile,Canada,1,1,0,2052,0,0
60884,08-01-2024 22:03,6,0,1,Mac,India,1,0,1,3025,0,0
67168,08-01-2024 22:04,4,1,1,Mobile,Canada,1,0,1,3072,0,0
14280,08-01-2024 22:05,7,0,0,Mobile,UK,1,0,1,1456,0,0
15746,08-01-2024 22:06,1,0,0,Mac,Canada,1,0,1,3047,0,0
54251,08-01-2024 22:07,3,0,1,Tablet,Australia,1,0,1,2065,1,0
85821,08-01-2024 22:08,5,0,1,Mobile,Canada,1,0,0,1946,0,0
84583,08-01-2024 22:09,6,1,1,Linux,UK,0,0,1,2718,0,0
11207,08-01-2024 22:10,7,0,1,Windows,Australia,0,1,1,2364,0,0
72127,08-01-2024 22:11,3,0,1,Tablet,Australia,0,1,1,3214,0,0
28757,08-01-2024 22:12,8,0,1,Tablet,Canada,0,0,0,2105,0,0
17226,08-01-2024 22:13,6,0,0,Windows,India,0,1,1,2333,0,0
96268,08-01-2024 22:14,1,1,0,Windows,Canada,0,0,1,417,0,1
62407,08-01-2024 22:15,8,0,1,Tablet,Australia,1,0,1,1757,0,0
28206,08-01-2024 22:16,6,0,1,Mac,USA,1,0,1,2616,0,0
21256,08-01-2024 22:17,4,1,0,Windows,Canada,1,1,1,1799,0,0
34822,08-01-2024 22:18,2,1,0,Tablet,Australia,1,0,1,3536,0,0
42340,08-01-2024 22:19,8,1,0,Linux,Germany,1,0,1,2152,0,0
53234,08-01-2024 22:20,6,0,1,Windows,Canada,0,0,0,1207,0,0
44351,08-01-2024 22:21,2,0,1,Mobile,India,1,1,1,319,0,0
49671,08-01-2024 22:22,4,0,1,Tablet,Canada,1,1,1,780,0,0
76320,08-01-2024 22:23,2,0,1,Windows,UK,0,0,1,2682,0,1
36157,08-01-2024 22:24,2,0,0,Linux,UK,1,1,1,287,0,0
20937,08-01-2024 22:25,6,1,0,Mobile,Australia,0,0,1,579,0,0
55290,08-01-2024 22:26,8,0,1,Linux,India,1,1,1,1096,0,0
47707,08-01-2024 22:27,4,1,0,Linux,Germany,0,0,1,1720,1,0
12219,08-01-2024 22:28,3,0,0,Windows,USA,0,1,0,2901,0,1
10399,08-01-2024 22:29,3,0,1,Mac,UK,1,0,1,874,0,0
99848,08-01-2024 22:30,2,0,1,Windows,Canada,1,0,1,2039,0,0
28657,08-01-2024 22:31,7,0,1,Mobile,Germany,0,0,0,1774,1,0
21047,08-01-2024 22:32,9,0,0,Mac,Germany,1,0,1,3252,0,1
77095,08-01-2024 22:33,0,1,0,Mobile,USA,1,1,1,3629,0,0
86693,08-01-2024 22:34,2,0,1,Tablet,India,1,0,1,2328,1,0
73154,08-01-2024 22:35,1,1,0,Mobile,USA,1,1,1,23,1,0
45891,08-01-2024 22:36,6,0,1,Mobile,USA,1,1,1,2548,0,1
7780,08-01-2024 22:37,5,1,1,Mobile,USA,0,0,0,2892,0,0
28050,08-01-2024 22:38,0,0,1,Mobile,Canada,0,1,1,3192,1,0
74551,08-01-2024 22:39,2,1,0,Windows,Canada,0,0,1,1115,0,0
69666,08-01-2024 22:40,3,1,0,Mobile,USA,1,0,1,2287,0,0
94619,08-01-2024 22:41,9,1,0,Mac,UK,0,1,1,3472,0,0
83016,08-01-2024 22:42,6,0,1,Windows,UK,0,0,0,2801,0,0
54010,08-01-2024 22:43,2,1,1,Linux,India,0,0,1,3163,0,0
39165,08-01-2024 22:44,3,1,0,Windows,India,0,1,0,1720,0,0
12528,08-01-2024 22:45,6,0,0,Mac,UK,0,0,0,1375,0,1
50608,08-01-2024 22:46,3,1,1,Windows,UK,0,1,0,402,0,0
6914,08-01-2024 22:47,8,1,1,Tablet,UK,1,1,0,711,0,0
38136,08-01-2024 22:48,5,1,0,Tablet,Canada,0,1,1,2956,0,0
12179,08-01-2024 22:49,1,1,0,Linux,India,1,1,1,1259,0,0
87008,08-01-2024 22:50,0,0,1,Mobile,Australia,1,0,0,3536,0,0
13076,08-01-2024 22:51,7,1,0,Windows,Germany,0,1,1,101,0,0
25783,08-01-2024 22:52,2,1,0,Mac,UK,1,1,1,2083,0,0
47716,08-01-2024 22:53,6,1,0,Linux,Germany,1,0,1,988,1,0
51298,08-01-2024 22:54,3,0,0,Windows,Australia,1,1,0,579,0,0
55304,08-01-2024 22:55,2,1,1,Linux,India,1,1,1,3238,0,0
80360,08-01-2024 22:56,8,0,0,Windows,USA,0,1,1,57,1,0
70835,08-01-2024 22:57,5,1,0,Mac,India,1,0,1,2079,0,0
9118,08-01-2024 22:58,5,1,0,Tablet,Germany,0,0,1,1216,0,0
77292,08-01-2024 22:59,5,0,1,Windows,India,1,1,1,514,0,0
57911,08-01-2024 23:00,2,1,1,Mobile,UK,0,0,1,566,0,0
74489,08-01-2024 23:01,5,0,1,Tablet,Australia,1,1,1,1986,1,0
16185,08-01-2024 23:02,3,1,0,Mobile,India,0,1,0,171,0,0
42792,08-01-2024 23:03,1,0,0,Mac,UK,1,0,1,583,0,0
81210,08-01-2024 23:04,2,1,0,Linux,Australia,1,1,1,2891,0,0
51613,08-01-2024 23:05,3,0,0,Tablet,UK,1,0,1,883,0,0
34927,08-01-2024 23:06,0,0,0,Mac,Canada,0,1,1,1777,0,0
1386,08-01-2024 23:07,6,0,1,Tablet,UK,0,1,0,1394,1,1
93153,08-01-2024 23:08,4,1,1,Mobile,Australia,1,0,0,2825,0,1
